en général , le chmp a considéré que la formulation proposée était adéquate , mais a mis en place un certain nombre de révisions , dont des sections sur l&apos; insuffisance de la fonction de la moelle osseuse , en	association	avec la carboplatine et le cisplatine , les vaccins vivants atténués et les rapports de pharmacovigilance sur les accidents cardiovasculaires et la réactivation virale d&apos; hépatite .
la gemcitabine est indiquée dans le traitement du cancer de la vessie localement avancé ou métastatique , en	association	avec le cisplatine .
la gemcitabine , en	association	avec le cisplatine , est indiquée dans le traitement en première ligne des patients atteints de cancer bronchique non à petites cellules ( cbnpc ) localement avancé ou métastatique .
la gemcitabine est indiquée dans le traitement du carcinome épithélial de l&apos; ovaire localement avancé ou métastatique , en	association	avec le carboplatine , chez les patientes en rechute suite à un intervalle sans récidive d&apos; au moins 6 mois après un traitement en première ligne à base de sels de platine .
la gemcitabine , en	association	avec le paclitaxel , est indiquée dans le cancer du sein inopérable , localement récidivant ou métastatique , en rechute après une chimiothérapie adjuvante/néoadjuvante .
cancer de la vessie en	association	la dose recommandée de gemcitabine est de 1 000 mg/m² en perfusion intraveineuse de 30 minutes .
la dose devra être administrée les jours 1 , 8 et 15 pour un cycle de 28 jours en	association	avec le cisplatine .
en	association	la dose recommandée de gemcitabine est de 1 250 mg/m² de surface corporelle administrée en perfusion intraveineuse de 30 minutes , les jours 1 et 8 du cycle de traitement ( cycle de 21 jours ) .
cancer du sein en	association	pour l&apos; utilisation de gemcitabine en association avec le paclitaxel , il est recommandé d&apos; administrer le paclitaxel ( 175 mg/m² ) au jour 1 en perfusion intraveineuse d&apos; environ 3 heures suivie de l&apos; administration de gemcitabine ( 1250 mg/m² ) en perfusion intraveineuse de 30 minutes aux jours 1 et 8 de chaque cycle de 21 jours .
cancer du sein en association pour l&apos; utilisation de gemcitabine en	association	avec le paclitaxel , il est recommandé d&apos; administrer le paclitaxel ( 175 mg/m² ) au jour 1 en perfusion intraveineuse d&apos; environ 3 heures suivie de l&apos; administration de gemcitabine ( 1250 mg/m² ) en perfusion intraveineuse de 30 minutes aux jours 1 et 8 de chaque cycle de 21 jours .
cancer de l&apos; ovaire en	association	la dose recommandée de gemcitabine , en association avec le carboplatine , est de 1 000 mg/m² en perfusion intraveineuse de 30 minutes aux jours 1 et 8 de chaque cycle de 21 jours .
cancer de l&apos; ovaire en association la dose recommandée de gemcitabine , en	association	avec le carboplatine , est de 1 000 mg/m² en perfusion intraveineuse de 30 minutes aux jours 1 et 8 de chaque cycle de 21 jours .
pour l&apos; ajustement des doses du cisplatine , du carboplatine et du paclitaxel , en	association	, se reporter au résumé des caractéristiques du produit correspondant .
modification de doses de gemcitabine , administée en monothérapie ou en	association	avec le cisplatine au cours d&apos; un cycle dans le cancer de la vessie , dans le cbnpc et dans le cancer du pancréas
modification de doses de gemcitabine en	association	avec le paclitaxel au cours d&apos; un cycle dans le cancer du sein
20 modification de doses de gemcitabine en	association	avec le carboplatine au cours d&apos; un cycle dans le cancer de l&apos; ovaire
en	association	dans le cancer du sein la fréquence des toxicités hématologiques de grades 3 et 4 , notamment de la neutropénie , augmente lorsque la gemcitabine est administrée en association avec le paclitaxel .
en association dans le cancer du sein la fréquence des toxicités hématologiques de grades 3 et 4 , notamment de la neutropénie , augmente lorsque la gemcitabine est administrée en	association	avec le paclitaxel .
fatigue et neutropénie fébrile surviennent plus fréquemment lorsque la gemcitabine est administrée en	association	avec le paclitaxel .
*une neutropénie de grade 4 persistant plus de 7 jours a été rapportée chez 12,6 % des patients inclus dans le bras gemcitabine en	association	avec le paclitaxel et chez 5,0 % des patients inclus dans le bras recevant du paclitaxel .
en	association	dans le cancer de la vessie
en	association	dans le cancer de l&apos; ovaire
une neuropathie sensitive a été plus fréquemment rapportée dans le bras en	association	avec le carboplatine qu&apos; avec le carboplatine en monothérapie .
activité cytotoxique en culture	cellulaire	la gemcitabine montre des effets cytotoxiques significatifs sur diverses cellules murines et tumorales humaines en culture .
cependant , l&apos;	association	de gemcitabine et cisplatine avait un meilleur profil de toxicité que mvac .
dans une autre étude de phase iii randomisée concernant 135 patients atteints de cbnpc au stade iiib ou iv , une	association	de gemcitabine et de cisplatine a montré un taux de réponse supérieur statistiquement significatif à une association de cisplatine et d&apos; étoposide ( 40,6 % et 21,2 % , respectivement , p=0,025 ) .
dans une autre étude de phase iii randomisée concernant 135 patients atteints de cbnpc au stade iiib ou iv , une association de gemcitabine et de cisplatine a montré un taux de réponse supérieur statistiquement significatif à une	association	de cisplatine et d&apos; étoposide ( 40,6 % et 21,2 % , respectivement , p=0,025 ) .
cancer du sein dans une étude randomisée de phase iii concernant 529 patientes atteintes de cancer du sein inopérable , localement récidivant ou métastatique après chimiothérapie adjuvante/néoadjuvante , gemcitabine en	association	avec le paclitaxel a montré un allongement statistiquement significatif du temps jusqu&apos; à progression de la maladie de 3,98 à 6,14 mois ( log-rank p=0,0002 ) chez les patientes traitées par gemcitabine/paclitaxel en comparaison aux patientes traitées par paclitaxel .
	association	thérapeutique gemcitabine et carboplatine administrée en association au carboplatine , la pharmacocinétique de la gemcitabine n&apos; était pas modifiée .
association thérapeutique gemcitabine et carboplatine administrée en	association	au carboplatine , la pharmacocinétique de la gemcitabine n&apos; était pas modifiée .
avant première ouverture du flacon : à	conserver	en-dessous de 30°c .
comment	conserver	gemzar 6 .
gemzar peut être donné seul ou en	association	avec d&apos; autres médicaments anti-cancéreux en fonction du type de cancer .
faites	attention	avec gemzar :
effets indésirables rares crise cardiaque ( infarctus du myocarde )	pression	artérielle basse desquamation , ulcération de la peau ou formation de bulles sur la peau réactions au site d&apos; injection
comment	conserver	gemzar
a	conserver	en-dessous de 30°c .
glucophage peut être utilisé en monothérapie ou en	association	avec d&apos; autres antidiabétiques oraux ou avec l&apos; insuline .
en monothérapie ou en	association	avec d&apos; autres antidiabétiques oraux
en	association	avec l&apos; insuline la metformine et l&apos; insuline peuvent être associées afin d&apos; obtenir un meilleur contrôle glycémique .
mises en	garde	et précautions particulières d&apos; emploi
par contre , en	association	avec d&apos; autres antidiabétiques ( sulfamides hypoglycémiants , insuline , répaglinide ) , il convient d&apos; attirer l&apos; attention du patient sur les risques de survenue d&apos; hypoglycémie .
glucophage/ glucophage forte/ dianben/ risidon peut être utilisé en monothérapie ou en	association	avec d&apos; autres antidiabétiques oraux ou avec l&apos; insuline .
étant donné que ce programme américain n&apos; inclut pas le nouveau dispositif d&apos; insertion ( implanon nxt ) , il est également demandé au mah de surveiller de près l&apos; introduction et la performance du nouveau dispositif d&apos; insertion dans le	cadre	du plan de gestion de risque ( rmp ) .
	voie	orale
comprimé	rond	blanc à blanchâtre avec une odeur de cassis .
chez les insuffisants rénaux en	stade	terminal , des études en administration unique n&apos; ont pas révélé de modifications significatives des concentrations plasmatiques en lamotrigine .
des cas de diminution des taux de lamotrigine ont été rapportés dans la littérature lorsque la lamotrigine était donnée en	association	avec de l&apos; oxcarbazépine .
l&apos; efficacité de la lamotrigine en	association	avec des thymorégulateurs n&apos; a pas été suffisamment étudiée .
nom du titulaire de l&apos; autorisation de mise sur le	marche	
faites	attention	avec lamictal votre médecin doit être informé avant que vous ne preniez lamictal : si vous avez des problèmes de reins si vous avez déjà développé une éruption cutanée pendant que vous preniez de la lamotrigine ou tout autre médicament pour l&apos; épilepsie si vous prenez déjà un médicament contenant de la lamotrigine
ils incluent : le valproate , utilisé pour traiter l&apos; épilepsie et des troubles psychiatriques la carbamazépine , utilisée pour traiter l&apos; épilepsie et des troubles psychiatriques la phénytoïne , la primidone ou le phénobarbital , utilisés pour traiter l&apos; épilepsie l&apos; olanzapine , utilisé pour traiter des troubles psychiatriques la rispéridone , utilisée pour traiter des troubles psychiatriques la rifampicine , qui est un antibiotique une	association	de lopinavir et de ritonavir , utilisé pour traiter l&apos; infection par le virus de l&apos; immunodéficience humaine ( vih ) les contraceptifs hormonaux , comme la pilule ( voir ci-dessous ) .
lansopon ( lansoprazole ) est un inhibiteur de pompe à protons qui inhibe la sécrétion d&apos; acide gastrique et est utilisé pour le traitement des ulcères gastriques et duodénaux , du reflux œ sophagien , du syndrome de zollinger-ellison , et en	association	avec des régimes thérapeutiques antibactériens appropriés pour l&apos; éradication de helicobacter pylori et la prévention de la rechute des ulcères peptiques chez les patients souffrants d&apos; ulcères associés à h. pylori .
en cas de résistance à la clarithromycine , ou d&apos; échec du traitement , l&apos;	association	lansoprazole-amoxicilline-metronidazole peut être employée , et en cas d&apos; allergie à la bêtalactamine , l&apos; association lansoprazole-clarithromycine-metronidazole est conseillée .
mises en	garde	spéciales et précautions particulières d&apos; emploi
l&apos; administration de lansoprazole peut résulter en des concentrations de kétokonazole et d&apos; itraconazole inférieures au seuil thérapeutique de sorte que cette	association	devrait être évitée .
cette	association	médicamenteuse peut aussi bien résulter en une augmentation de la concentration de carbamazépine qu&apos; en une diminution de la concentration de lansoprazole .
ne pas	conserver	à une température supérieure à 25ºc .
	conserver	dans l&apos; emballage original à l&apos; abri de l&apos; humidité .
lansoprazol abz-pharma ( lansoprazole ) est un inhibiteur de la pompe à protons qui inhibe la sécrétion d&apos; acide gastrique et est utilisé pour le traitement des ulcères gastriques et duodénaux , de l&apos; œ sophagite par reflux , du reflux gastro-œ sophagien pathologique , pour le traitement et la prophylaxie des ulcères duodénaux et gastriques associés aux ains , du syndrome de zollinger - ellison , et en	association	avec des régimes thérapeutiques antibactériens appropriés pour l&apos; éradication d&apos; helicobacter pylori et la prévention des récidives des ulcères gastro-intestinaux chez les patients présentant des ulcères liés à une infection par h. pylori .
lansoprazol ct-arzneimittel ( lansoprazole ) est un inhibiteur de la pompe à protons qui inhibe la sécrétion d&apos; acide gastrique et est utilisé pour le traitement des ulcères gastriques et duodénaux , de l&apos; œ sophagite par reflux , du reflux gastro-œ sophagien pathologique , pour le traitement et la prophylaxie des ulcères duodénaux et gastriques associés aux ains , du syndrome de zollinger - ellison , et en	association	avec des régimes thérapeutiques antibactériens appropriés pour l&apos; éradication d&apos; helicobacter pylori et la prévention des récidives des ulcères gastro-intestinaux chez les patients présentant des ulcères liés à une infection par h. pylori .
lansoprazol hexal ( lansoprazole ) est un inhibiteur de pompe à protons qui inhibe la sécrétion d&apos; acide gastrique et est utilisé pour le traitement des ulcères gastriques et duodénaux , du reflux œ sophagien , de la maladie de reflux gastro-œ sophagien , le traitement et la prophylaxie des ulcères duodénaux et gastriques associés aux ains , du syndrome de zollinger-ellison , et en	association	avec des régimes thérapeutiques antibactériens appropriés pour l&apos; éradication de helicobacter pylori et la prévention de la rechute des ulcères peptiques chez les patients souffrants d&apos; ulcères associés à h. pylori .
si le lansoprazole est utilisé en	association	avec des antibiotiques dans le traitement d&apos; éradication de h. pylori , les consignes d&apos; utilisation de ces antibiotiques devraient également être suivies .
lansoprazol-ratiopharm ( lansoprazole ) est un inhibiteur de la pompe à protons qui inhibe la sécrétion d&apos; acide gastrique et est utilisé pour le traitement des ulcères gastriques et duodénaux , de l&apos; œ sophagite par reflux , du reflux gastro-œ sophagien pathologique , pour le traitement et la prophylaxie des ulcères duodénaux et gastriques associés aux ains , du syndrome de zollinger-ellison , et en	association	avec des régimes thérapeutiques antibactériens appropriés pour l&apos; éradication d&apos; helicobacter pylori et la prévention des récidives des ulcères gastro-intestinaux chez les patients présentant des ulcères liés à une infection par h. pylori .
en cas de résistance à la clarithromycine , ou d&apos; échec du traitement , l&apos;	association	lansoprazole-amoxicilline-métronidazole peut être employée , et en cas d&apos; allergie à la bêtalactamine , l&apos; association lansoprazole-clarithromycine-métronidazole est conseillée .
si le lansoprazole est utilisé en	association	avec des antibiotiques dans le traitement d &apos;&apos; éradication d&apos; helicobacter pylori , les modalités d&apos; emploi de ces antibiotiques devront être suivies .
une telle	association	médicamenteuse peut en effet entraîner une augmentation des concentrations de carbamazépine ainsi qu&apos; une réduction des concentrations de lansoprazole .
ne pas	conserver	à une température supérieure à 30ºc .
	conserver	dans l&apos; emballage d&apos; origine pour protéger de l&apos; humidité .
mise en garde speciale indiquant que le medicament doit etre conserve hors de portee de	vue	des enfants
l&apos; utilisation de folinate de calcium en relation avec un traitement par le méthotrexate et en	association	avec le 5-fu ( notamment chez les patients atteints d&apos; un cancer colorectal ) est considérée comme bien établie même si la posologie peut varier , en particulier dans le dernier cas .
&#91; en	association	avec le 5-fluorouracile en thérapie cytotoxique . &#93;
&#91; en	association	avec le 5-fluorouracile en thérapie cytotoxique :
&#91; lorsqu&apos; un surdosage de l&apos;	association	5-fluorouracile / folinate de calcium se produit , les instructions en cas de surdosage en 5-fluorouracile doivent être suivies . &#93;
a	conserver	entre + 2°c et + 8°c ( au réfrigérateur ) .
par	voie	orale
comprimé	rond	, plat , à bords chanfreinés , de couleur blanche ou blanc cassé , comportant une barre de cassure sur une face et l&apos; inscription &quot; a+l &quot; en relief sur l&apos; autre face .
afin de déterminer la dose d&apos; entretien optimale chez les patients âgés , la recherche de la posologie devra être effectuée chez chaque patient individuellement à l&apos; aide de l&apos;	association	libre lisinopril et amlodipine .
lisonorm doit être utilisé avec une extrême précaution chez les patients atteints de maladies du collagène vasculaire , chez les patients sous immunosuppresseur , chez les patients traités par allopurinol ou procaïnamide , ou chez les patients présentant une	association	de ces facteurs de risque , tout particulièrement en cas d&apos; insuffisance rénale préexistante .
si un médicament affectant les taux de potassium doit être prescrit en	association	au lisinopril , le contrôle du potassium sérique est conseillé .
	classe	de
	réaction	
le traitement symptomatique &#91; positionnement du patient en décubitus dorsal ,	surveillance	( et , si nécessaire , assistance ) de la fonction cardiaque , de la pression sanguine et de l&apos; équilibre hydro-électrolytique &#93; est recommandé .
a	conserver	dans l&apos; emballage d&apos; origine à l&apos; abri de la lumière et de l&apos; humidité .
comment	conserver	lisonorm
a	conserver	à une température ne dépassant pas 25°c .
lopid est indiqué en complément du	régime	et d&apos; autres mesures non pharmacologiques ( par exemple exercice , perte de poids ) dans les cas suivants :
avant de débuter le traitement par gemfibrozil , d&apos; autres problèmes médicaux , tels que l&apos; hypothyroïdie et le diabète sucré , doivent être contrôlés le plus efficacement possible et les patients doivent être soumis à un	régime	hypolipidémiant standard , qui doit être poursuivi pendant la durée du traitement .
avant l&apos; instauration d&apos; un traitement par gemfibrozil , les autres états pathologiques , comme par exemple l&apos; hypothyroïdie et le diabète , doivent être équilibrés le mieux possible et les patients doivent être placés sous un	régime	hypolipémiant standard , qui doit être poursuivi pendant le traitement .
traitement concomitant par des inhibiteurs de la hmg-coa réductase le risque d&apos; atteinte musculaire peut être majoré en cas d&apos;	association	avec un inhibiteur de l&apos; hmg-coa réductase .
une analyse de population des concentrations plasmatiques de bexarotène chez des patients présentant un lymphome cutané à cellules t a montré que l&apos; administration concomitante de gemfibrozil provoquait une élévation substantielle des	taux	plasmatiques de bexarotène .
	voie	
par	mesure	de précaution , le cpmp a recommandé que l&apos; avertissement approprié concernant la grossesse et la lactation dans le rcp soit modifié , de manière à indiquer que l&apos; utilisation de la loratadine pendant la grossesse n&apos; est pas recommandée .
le patient doit resté sous	surveillance	médicale après le traitement d&apos; urgence .
l&apos;	association	de la loratadine et de la pseudoéphédrine a été plus efficace que la loratadine seule pour l&apos; atténuation de la congestion nasale et que la pseudoéphédrine seule pour la réduction des scores totaux de symptômes , et significativement plus efficace que le placebo pour la réduction des scores de symptômes de la ras .
sur la base des données disponibles , le cpmp a conclu que l&apos;	association	loratadine/ pseudoéphédrine est efficace pour le traitement symptomatique de la rhinite allergique saisonnière , lorsque celle - ci s&apos; accompagne d&apos; une congestion nasale .
s&apos; agissant des médicaments contenant l&apos;	association	loratadine/ pseudoéphédrine , le profil des effets indésirables est comparable à celui de la loratadine considérée seule , à l&apos; exception d&apos; effets indésirables tels que l&apos; insomnie , la sécheresse de la bouche , les étourdissements et la nervosité , qui sont généralement ou très généralement signalés et sont vraisemblablement imputables à la pseudoéphédrine .
le profil bénéfice/ risque du traitement systémique avec l&apos;	association	loratadine/ pseudoéphédrine par rapport à celui avec la loratadine et une application topique de la pseudoéphédrine a été examiné .
le cpmp a fait part de ses inquiétudes s&apos; agissant de l&apos; utilisation sans danger et adaptée de l&apos;	association	loratadine/ pseudoéphédrine à la lumière de l&apos; effet pharmacodynamique connu de la pseudoéphédrine sur le cœ ur , et de la dépendance et de l&apos; accoutumance à la pseudoéphédrine .
par	mesure	de précaution , le cpmp a recommandé que le rcp des médicaments contenant de la loratadine soit modifié afin d&apos; y faire mentionner que l&apos; utilisation de la loratadine au cours de la grossesse n&apos; est pas recommandée ; en outre , le comité a conclu que l&apos; utilisation de l&apos; association loratadine/ pseudoéphédrine est contre-indiquée pendant la grossesse , la pseudoéphédrine réduisant le flux sanguin utérin chez la mère ;
par mesure de précaution , le cpmp a recommandé que le rcp des médicaments contenant de la loratadine soit modifié afin d&apos; y faire mentionner que l&apos; utilisation de la loratadine au cours de la grossesse n&apos; est pas recommandée ; en outre , le comité a conclu que l&apos; utilisation de l&apos;	association	loratadine/ pseudoéphédrine est contre-indiquée pendant la grossesse , la pseudoéphédrine réduisant le flux sanguin utérin chez la mère ;
- le comité a ainsi considéré que le rapport bénéfice/ risque des médicaments contenant l&apos;	association	
accroître le risque d&apos; accident vasculaire cérébral hémorragique , en raison de l&apos; activité alpha - mimétique du vasoconstricteur , en	association	avec des vasoconstricteurs tels que la bromocriptine , le pergolide , le lisuride , la cabergoline , l&apos; ergotamine , la dihydroergotamine et tout autre décongestionnant utilisé comme décongestionnant nasal , par voie orale ou nasale ( phénylpropanolamine , phényléphrine , éphédrine .. ) .
l&apos; innocuité et l&apos; efficacité de l&apos;	association	dans cette population n&apos; ont pas été établies et les données sont insuffisantes pour pouvoir recommander une dose adaptée .
insuffisance rénale et hépatique : l&apos; innocuité et l&apos; efficacité de l&apos;	association	n&apos; ont pas été établies chez les patients présentant une insuffisance rénale ou hépatique , et les données sont insuffisantes pour pouvoir recommander une dose adaptée .
bromocriptine , cabergoline , lisuride , pergolide : risque de vasoconstriction et d&apos; élévation de la	pression	artérielle .
dihydroergotamine , ergotamine , méthylergométrine ( vasoconstricteurs dopaminergiques ) : risque de vasoconstriction et d&apos; élévation de la	pression	artérielle .
linézolide : risque de vasoconstriction et d&apos; élévation de la	pression	artérielle .
en cas d&apos; hyperthermie , surtout chez l&apos; enfant , utiliser un linge mouillé tiède ou une	couverture	hypothermique .
l&apos; administration orale de pseudoéphédrine à la dose recommandée peut entraîner d&apos; autres effets sympathomimétiques , comme une augmentation de la	pression	artérielle , une tachycardie ou des manifestations d&apos; excitation du système nerveux central .
toxicité de l&apos;	association	: lors des études en doses aiguës et multiples , l&apos; association loratadine/ sulfate de pseudoéphédrine a présenté une faible toxicité .
toxicité de l&apos; association : lors des études en doses aiguës et multiples , l&apos;	association	loratadine/ sulfate de pseudoéphédrine a présenté une faible toxicité .
l&apos;	association	n&apos; a pas été plus toxique que chacun de ses composants pris individuellement , et les effets observés étaient généralement liés à la pseudoéphédrine .
l&apos;	association	de la loratadine à la pseudoéphédrine a été autorisée au niveau national et par procédure de reconnaissance mutuelle en autriche , en belgique , en espagne , en finlande , en france , en grèce , en italie , au luxembourg et au portugal .
a la suite d&apos; une demande de la commission européenne , le	cadre	de l&apos; examen en cours de cette classe a été élargi en y ajoutant , outre les aspects concernant la sécurité cardiovasculaire , l&apos; évaluation des réactions cutanées graves .
la prescription des ains en	association	avec des inhibiteurs de l&apos; enzyme de conversion ou des antagonistes des récepteurs de l&apos; angiotensineii .
a	conserver	au réfrigérateur ( entre 2°c et 8°c ) ne pas congeler .
a	conserver	dans l&apos; emballage extérieur d&apos; origine à l&apos; abri de la lumière .
a	conserver	au réfrigérateur ne pas congeler a conserver dans l&apos; emballage extérieur d&apos; origine à l&apos; abri de la lumière
a conserver au réfrigérateur ne pas congeler a	conserver	dans l&apos; emballage extérieur d&apos; origine à l&apos; abri de la lumière
faites	attention	avec menitorix :
les autres symptômes possibles d&apos; une réaction allergique grave comportent une chute de la	pression	artérielle et une perte de connaissance .
si votre enfant présente une douleur au cou , une raideur de la nuque ou une sensibilité à la	lumière	( photophobie ) , une somnolence ou une confusion , ou bien des taches rouges ou violacées semblables à des bleus qui ne s&apos; atténuent pas sous la pression , contactez immédiatement votre médecin ou les urgences de l&apos; hôpital pour exclure d&apos; autres causes .
comment	conserver	menitorix
a	conserver	au réfrigérateur ( entre 2°c et 8°c ) .
le comité des médicaments à usage humain ( chmp ) a examiné toutes les informations mises à disposition par les titulaires d&apos; autorisations de mise sur le marché concernant le	rapport	bénéfice/ risque de la moxifloxacine par voie orale dans les indications mentionnées ci-dessus .
par ailleurs , la gabapentine peut être utilisée en	association	avec d&apos; autres médicaments antiépileptiques sans crainte d&apos; une éventuelle modification des concentrations plasmatiques de gabapentine ou des concentrations sériques des autres médicaments antiépileptiques .
faites	attention	avec &#91; neurontin et noms associés &#93; - si vous souffrez de problèmes rénaux - si vous développez des signes tels que des maux d&apos; estomac persistants , des nausées ( mal au cœ ur ) , des vomissements contactez votre médecin immédiatement .
nifedipine pharmamatch retard sera administré avec prudence chez les patients souffrant d&apos; hypotension , en raison du risque de réduction de la	pression	artérielle .
chez les patients sous dialyse souffrant d&apos; hypertension maligne et d&apos; hypovolémie , une réduction importante de la	pression	artérielle peut survenir .
en cas d&apos; utilisation concomitante , la	pression	artérielle doit être surveillée et , si nécessaire , une réduction de la dose de nifédipine envisagée .
si la quinidine est ajoutée à un traitement existant par nifédipine , la	pression	artérielle doit être attentivement surveillée .
en cas d&apos; utilisation concomitante des deux médicaments , la	pression	artérielle doit être surveillée et , si nécessaire , une réduction de la dose de nifédipine envisagée .
la	pression	artérielle , l&apos; ecg , la pression artérielle centrale , la pression capillaire pulmonaire , l&apos; urée et les électrolytes doivent être surveillés .
si l&apos; augmentation de la	pression	artérielle est insuffisante avec le calcium et l&apos; isoprénaline , des sympathomimétiques vasoconstricteurs tels que la dopamine ou la noradrénaline doivent être administrés .
nifedipine pharmamatch retard sera administré avec prudence ches les patients souffrant d&apos; hypotension , en raison du risque de réduction de la	pression	artérielle .
	conserver	le produit dans son emballage d&apos; origine .
de ce fait , le débit sanguin dans le cœ ur et les membres est amélioré , d&apos; où une diminution de la	pression	artérielle et une prévention de la douleur thoracique ( angine de poitrine ) .
nifedipine pharmamatch retard peut être utilisé seul ou en	association	avec un médicament d&apos; une autre classe médicamenteuse appelée - bloquants .
- si votre	pression	artérielle est basse ( hypotension ) .
où ces médicaments peuvent accroître l&apos; effet de nifedipine pharmamatch retard sur la	pression	artérielle .
- si votre	pression	artérielle continue à augmenter malgré le traitement ( hypertension maligne ) .
les patients sous dialyse et présentant une	pression	artérielle très élevée et une faible volémie peuvent être victimes d&apos; une chute de pression artérielle soudaine s&apos; ils prennent nifedipine pharmamatch retard .
les patients sous dialyse et présentant une pression artérielle très élevée et une faible volémie peuvent être victimes d&apos; une chute de	pression	artérielle soudaine s&apos; ils prennent nifedipine pharmamatch retard .
si vous prenez une dose trop élevée de nifédipine , vous pouvez être victime d&apos; une chute de la	pression	artérielle ( hypotension ) , qui se caractérise par des symptômes tels que des étourdissements , nausées , vomissements , somnolence , confusion , léthargie , bouffées congestives , manque d&apos; oxygène ( hypoxie ) , céphalées ou rougeurs du visage .
-	pression	artérielle basse ( hypotension )
- baisse soudaine de la	pression	artérielle survenant en position debout ( hypotension orthostatique ) .
- augmentation de la	pression	artérielle dans la veine portale chez les patients atteints de cirrhose
comment	conserver	nifedipine pharmamatch retard
	conserver	les comprimés nifedipine pharmamatch retard dans leur emballage d&apos; origine .
si cette	association	ne peut être évitée , l&apos; activité anticoagulante devra être étroitement surveillée .
